product_id,year_month,total_sold_quantity,total_stock_quantity,avg_buying_price,avg_selling_price,month,quarter,first_purchase_date,last_purchase_date,prev_sold_quantity_1,prev_sold_quantity_2,prev_sold_quantity_3,stock_out
461,2024-06,2,35,1.2,1.3,6,2,2022-12-09,2022-12-09,0,4,19,0
461,2024-08,27,105,1.2,1.3,8,3,2022-12-09,2022-12-09,0,0,2,0
461,2024-09,2,35,1.2,1.3,9,3,2022-12-09,2022-12-09,0,27,0,0
461,2024-12,70,696,1.2,1.3,12,4,2022-12-09,2024-12-13,0,0,0,0
197,2023-01,9,68,26.68,29,1,1,2022-11-28,2022-11-28,0,0,0,0
197,2023-02,16,68,26.68,29,2,1,2022-11-28,2022-11-28,0,9,0,0
197,2023-05,36,68,26.68,29,5,2,2022-11-28,2022-11-28,0,0,0,0
197,2023-06,19,34,26.68,29,6,2,2022-11-28,2022-11-28,0,36,0,0
197,2023-07,37,68,26.68,29,7,3,2022-11-28,2022-11-28,0,19,36,0
197,2023-09,2,68,26.68,29,9,3,2022-11-28,2022-11-28,0,0,37,0
197,2023-10,2,34,26.68,29,10,4,2022-11-28,2022-11-28,0,2,0,0
197,2023-11,31,68,26.68,29,11,4,2022-11-28,2022-11-28,0,2,2,0
197,2024-01,2,34,26.68,29,1,1,2022-11-28,2022-11-28,0,0,31,0
197,2024-02,3,34,26.68,29,2,1,2022-11-28,2022-11-28,0,2,0,0
197,2024-03,1,34,26.68,29,3,1,2022-11-28,2022-11-28,0,3,2,0
197,2024-04,4,68,26.68,29,4,2,2022-11-28,2022-11-28,0,1,3,0
197,2024-05,2,34,26.68,29,5,2,2022-11-28,2022-11-28,0,4,1,0
197,2024-07,5,68,26.68,29,7,3,2022-11-28,2022-11-28,0,0,2,0
197,2024-09,3,34,26.68,29,9,3,2022-11-28,2022-11-28,0,0,5,0
197,2024-12,5,228,26.68,29,12,4,2022-11-28,2024-12-20,0,0,0,0
487,2023-01,12,7,45.08,49,1,1,2022-11-23,2022-11-23,0,0,0,0
487,2023-06,18,7,45.08,49,6,2,2022-11-23,2022-11-23,0,0,0,0
487,2023-12,3,7,45.08,49,12,4,2022-11-23,2022-11-23,0,0,0,0
487,2024-10,10,42,45.08,49,10,4,2022-11-23,2024-09-29,0,0,0,0
465,2023-01,14,7,266.8,290,1,1,2022-11-15,2022-11-15,0,0,0,0
465,2023-08,7,7,266.8,290,8,3,2022-11-15,2022-11-15,0,0,0,0
465,2024-09,60,43,266.8,290,9,3,2022-11-15,2024-08-26,0,0,0,0
530,2023-01,34,180,3.68,4,1,1,2022-11-27,2022-11-27,0,0,0,0
530,2023-02,16,60,3.68,4,2,1,2022-11-27,2022-11-27,0,34,0,0
530,2023-04,7,120,3.68,4,4,2,2022-11-27,2022-11-27,0,0,16,0
530,2023-05,28,180,3.68,4,5,2,2022-11-27,2022-11-27,0,7,0,0
530,2023-08,17,60,3.68,4,8,3,2022-11-27,2022-11-27,0,0,0,0
530,2023-09,16,60,3.68,4,9,3,2022-11-27,2022-11-27,0,17,0,0
530,2023-10,23,180,3.68,4,10,4,2022-11-27,2022-11-27,0,16,17,0
530,2023-11,7,60,3.68,4,11,4,2022-11-27,2022-11-27,0,23,16,0
530,2024-01,17,120,3.68,4,1,1,2022-11-27,2022-11-27,0,0,7,0
530,2024-02,1,60,3.68,4,2,1,2022-11-27,2022-11-27,0,17,0,0
530,2024-04,5,60,3.68,4,4,2,2022-11-27,2022-11-27,0,0,1,0
530,2024-05,6,60,3.68,4,5,2,2022-11-27,2022-11-27,0,5,0,0
530,2024-06,16,180,3.68,4,6,2,2022-11-27,2022-11-27,0,6,5,0
530,2024-07,26,240,3.68,4,7,3,2022-11-27,2022-11-27,0,16,6,0
530,2024-08,5,60,3.68,4,8,3,2022-11-27,2022-11-27,0,26,16,0
530,2024-09,23,120,3.68,4,9,3,2022-11-27,2022-11-27,0,5,26,0
530,2024-10,20,60,3.68,4,10,4,2022-11-27,2022-11-27,0,23,5,0
530,2024-11,17,180,3.68,4,11,4,2022-11-27,2022-11-27,0,20,23,0
530,2024-12,88,1335,3.68,4,12,4,2022-11-27,2024-12-18,0,17,20,0
172,2023-01,14,20,3.68,4,1,1,2022-11-15,2022-11-15,0,0,0,0
172,2023-06,6,20,3.68,4,6,2,2022-11-15,2022-11-15,0,0,0,0
172,2023-07,5,20,3.68,4,7,3,2022-11-15,2022-11-15,0,6,0,0
172,2023-08,17,20,3.68,4,8,3,2022-11-15,2022-11-15,0,5,6,0
172,2023-11,8,20,3.68,4,11,4,2022-11-15,2022-11-15,0,0,0,0
172,2024-10,250,131,3.68,4,10,4,2022-11-15,2024-09-26,0,0,0,0
115,2023-01,7,4,478.4,520,1,1,2022-12-07,2022-12-07,0,0,0,0
115,2023-08,8,4,478.4,520,8,3,2022-12-07,2022-12-07,0,0,0,0
115,2023-11,6,4,478.4,520,11,4,2022-12-07,2022-12-07,0,0,0,0
115,2024-04,5,26,478.4,520,4,2,2022-12-07,2024-04-06,0,0,0,0
21,2023-01,9,32,12.88,14,1,1,2022-12-06,2022-12-06,0,0,0,0
21,2023-02,10,32,12.88,14,2,1,2022-12-06,2022-12-06,0,9,0,0
21,2023-03,2,16,12.88,14,3,1,2022-12-06,2022-12-06,0,10,9,0
21,2023-04,11,16,12.88,14,4,2,2022-12-06,2022-12-06,0,2,10,0
21,2023-07,1,16,12.88,14,7,3,2022-12-06,2022-12-06,0,0,0,0
21,2023-08,16,16,12.88,14,8,3,2022-12-06,2022-12-06,0,1,0,0
21,2023-09,1,16,12.88,14,9,3,2022-12-06,2022-12-06,0,16,1,0
21,2023-12,15,16,12.88,14,12,4,2022-12-06,2022-12-06,0,0,0,0
21,2024-02,1,16,12.88,14,2,1,2022-12-06,2022-12-06,0,0,15,0
21,2024-04,1,16,12.88,14,4,2,2022-12-06,2022-12-06,0,0,1,0
21,2024-12,85,109,12.88,14,12,4,2022-12-06,2024-12-04,0,0,0,0
22,2023-01,7,21,11.04,12,1,1,2022-11-20,2022-11-20,0,0,0,0
22,2023-02,7,21,11.04,12,2,1,2022-11-20,2022-11-20,0,7,0,0
22,2023-03,36,42,11.04,12,3,1,2022-11-20,2022-11-20,0,7,7,0
22,2023-07,32,84,11.04,12,7,3,2022-11-20,2022-11-20,0,0,0,0
22,2023-10,25,42,11.04,12,10,4,2022-11-20,2022-11-20,0,0,0,0
22,2024-07,10,138,11.04,12,7,3,2022-11-20,2024-07-20,0,0,0,0
54,2023-01,13,28,9.2,10,1,1,2022-12-08,2022-12-08,0,0,0,0
54,2023-02,3,14,9.2,10,2,1,2022-12-08,2022-12-08,0,13,0,0
54,2023-03,5,14,9.2,10,3,1,2022-12-08,2022-12-08,0,3,13,0
54,2023-05,5,14,9.2,10,5,2,2022-12-08,2022-12-08,0,0,5,0
54,2023-06,12,14,9.2,10,6,2,2022-12-08,2022-12-08,0,5,0,0
54,2023-07,14,14,9.2,10,7,3,2022-12-08,2022-12-08,0,12,5,0
54,2023-11,5,14,9.2,10,11,4,2022-12-08,2022-12-08,0,0,0,0
54,2023-12,14,28,9.2,10,12,4,2022-12-08,2022-12-08,0,5,0,0
54,2024-05,5,90,9.2,10,5,2,2022-12-08,2024-04-24,0,0,0,0
87,2023-01,9,12,18.4,20,1,1,2022-12-01,2022-12-01,0,0,0,0
87,2023-03,7,12,18.4,20,3,1,2022-12-01,2022-12-01,0,0,9,0
87,2023-04,17,24,18.4,20,4,2,2022-12-01,2022-12-01,0,7,0,0
87,2023-08,17,12,18.4,20,8,3,2022-12-01,2022-12-01,0,0,0,0
87,2024-11,60,77,18.4,20,11,4,2022-12-01,2024-11-04,0,0,0,0
377,2023-01,2,27,0.37,0.4,1,1,2022-11-23,2022-11-23,0,0,0,0
377,2023-03,4,27,0.37,0.4,3,1,2022-11-23,2022-11-23,0,0,2,0
377,2023-04,18,27,0.37,0.4,4,2,2022-11-23,2022-11-23,0,4,0,0
377,2023-05,35,54,0.37,0.4,5,2,2022-11-23,2022-11-23,0,18,4,0
377,2023-06,25,54,0.37,0.4,6,2,2022-11-23,2022-11-23,0,35,18,0
377,2023-08,15,27,0.37,0.4,8,3,2022-11-23,2022-11-23,0,0,25,0
377,2023-09,15,54,0.37,0.4,9,3,2022-11-23,2022-11-23,0,15,0,0
377,2024-04,80,138,0.37,0.4,4,2,2022-11-23,2024-04-18,0,0,0,0
377,2024-05,10,175,0.37,0.4,5,2,2022-11-23,2024-04-23,0,80,0,0
426,2023-01,31,44,156.4,170,1,1,2022-11-20,2022-11-20,0,0,0,0
426,2023-02,48,66,156.4,170,2,1,2022-11-20,2022-11-20,0,31,0,0
426,2023-06,8,22,156.4,170,6,2,2022-11-20,2022-11-20,0,0,0,0
426,2023-07,11,22,156.4,170,7,3,2022-11-20,2022-11-20,0,8,0,0
426,2024-01,1,22,156.4,170,1,1,2022-11-20,2022-11-20,0,0,0,0
426,2024-02,2,22,156.4,170,2,1,2022-11-20,2022-11-20,0,1,0,0
426,2024-03,2,22,156.4,170,3,1,2022-11-20,2022-11-20,0,2,1,0
426,2024-05,2,22,156.4,170,5,2,2022-11-20,2022-11-20,0,0,2,0
426,2024-07,6,66,156.4,170,7,3,2022-11-20,2022-11-20,0,0,2,0
426,2024-12,10,145,156.4,170,12,4,2022-11-20,2024-11-30,0,0,0,0
604,2023-01,17,9,29.44,32,1,1,2022-11-24,2022-11-24,0,0,0,0
604,2023-03,16,9,29.44,32,3,1,2022-11-24,2022-11-24,0,0,17,0
604,2024-01,2,9,29.44,32,1,1,2022-11-24,2022-11-24,0,0,0,0
604,2024-02,1,9,29.44,32,2,1,2022-11-24,2022-11-24,0,2,0,0
604,2024-03,2,18,29.44,32,3,1,2022-11-24,2022-11-24,0,1,2,0
604,2024-05,3,9,29.44,32,5,2,2022-11-24,2022-11-24,0,0,2,0
604,2024-07,1,9,29.44,32,7,3,2022-11-24,2022-11-24,0,0,3,0
604,2024-10,2,18,29.44,32,10,4,2022-11-24,2022-11-24,0,0,0,0
604,2024-12,5,55,29.44,32,12,4,2022-11-24,2024-12-15,0,0,2,0
129,2023-01,9,13,0.92,1,1,1,2022-11-24,2022-11-24,0,0,0,0
129,2023-06,14,13,0.92,1,6,2,2022-11-24,2022-11-24,0,0,0,0
129,2023-09,11,13,0.92,1,9,3,2022-11-24,2022-11-24,0,0,0,0
129,2023-10,8,13,0.92,1,10,4,2022-11-24,2022-11-24,0,11,0,0
129,2023-12,1,13,0.92,1,12,4,2022-11-24,2022-11-24,0,0,8,0
129,2024-01,2,13,0.92,1,1,1,2022-11-24,2022-11-24,0,1,0,0
129,2024-03,2,13,0.92,1,3,1,2022-11-24,2022-11-24,0,0,2,0
129,2024-04,4,13,0.92,1,4,2,2022-11-24,2022-11-24,0,2,0,0
129,2024-07,4,26,0.92,1,7,3,2022-11-24,2022-11-24,0,0,0,0
129,2024-08,4,13,0.92,1,8,3,2022-11-24,2022-11-24,0,4,0,0
129,2024-10,4,13,0.92,1,10,4,2022-11-24,2022-11-24,0,0,4,0
129,2024-11,1,13,0.92,1,11,4,2022-11-24,2022-11-24,0,4,0,0
129,2024-12,5,81,0.92,1,12,4,2022-11-24,2024-12-04,0,1,4,0
613,2023-01,4,5,25.76,28,1,1,2022-12-12,2022-12-12,0,0,0,0
613,2023-03,13,5,25.76,28,3,1,2022-12-12,2022-12-12,0,0,4,0
613,2023-05,7,5,25.76,28,5,2,2022-12-12,2022-12-12,0,0,13,0
613,2024-04,5,30,25.76,28,4,2,2022-12-12,2024-04-12,0,0,0,0
454,2023-01,6,7,9.2,10,1,1,2022-11-20,2022-11-20,0,0,0,0
454,2023-06,3,7,9.2,10,6,2,2022-11-20,2022-11-20,0,0,0,0
454,2023-08,18,7,9.2,10,8,3,2022-11-20,2022-11-20,0,0,3,0
454,2023-09,1,7,9.2,10,9,3,2022-11-20,2022-11-20,0,18,0,0
454,2023-11,7,7,9.2,10,11,4,2022-11-20,2022-11-20,0,0,1,0
454,2024-07,15,45,9.2,10,7,3,2022-11-20,2024-07-16,0,0,0,0
608,2023-01,2,1,92,100,1,1,2022-11-27,2022-11-27,0,0,0,0
608,2023-02,5,1,92,100,2,1,2022-11-27,2022-11-27,0,2,0,0
608,2024-03,4,9,92,100,3,1,2022-11-27,2024-03-07,0,0,0,0
273,2023-01,4,5,41.4,45,1,1,2022-11-17,2022-11-17,0,0,0,0
273,2023-04,7,5,41.4,45,4,2,2022-11-17,2022-11-17,0,0,0,0
273,2023-10,6,5,41.4,45,10,4,2022-11-17,2022-11-17,0,0,0,0
273,2024-03,40,30,41.4,45,3,1,2022-11-17,2024-03-18,0,0,0,0
84,2023-01,25,50,18.4,20,1,1,2022-12-05,2022-12-05,0,0,0,0
84,2023-02,13,25,18.4,20,2,1,2022-12-05,2022-12-05,0,25,0,0
84,2023-03,19,25,18.4,20,3,1,2022-12-05,2022-12-05,0,13,25,0
84,2023-12,9,25,18.4,20,12,4,2022-12-05,2022-12-05,0,0,0,0
84,2024-10,40,25,18.4,20,10,4,2022-12-05,2022-12-05,0,0,0,0
84,2024-12,30,190,18.4,20,12,4,2022-12-05,2024-12-22,0,0,40,0
204,2023-01,18,4,1275.12,1386,1,1,2022-12-01,2022-12-01,0,0,0,0
204,2023-05,1,4,1275.12,1386,5,2,2022-12-01,2022-12-01,0,0,0,0
204,2024-10,8,25,1275.12,1386,10,4,2022-12-01,2024-09-26,0,0,0,0
401,2023-01,10,32,3.68,4,1,1,2022-12-11,2022-12-11,0,0,0,0
401,2023-02,16,16,3.68,4,2,1,2022-12-11,2022-12-11,0,10,0,0
401,2023-06,6,16,3.68,4,6,2,2022-12-11,2022-12-11,0,0,0,0
401,2023-08,15,16,3.68,4,8,3,2022-12-11,2022-12-11,0,0,6,0
401,2024-01,12,64,3.68,4,1,1,2022-12-11,2022-12-11,0,0,0,0
401,2024-02,2,16,3.68,4,2,1,2022-12-11,2022-12-11,0,12,0,0
401,2024-05,3,16,3.68,4,5,2,2022-12-11,2022-12-11,0,0,0,0
401,2024-07,5,16,3.68,4,7,3,2022-12-11,2022-12-11,0,0,3,0
401,2024-08,3,16,3.68,4,8,3,2022-12-11,2022-12-11,0,5,0,0
401,2024-09,4,16,3.68,4,9,3,2022-12-11,2022-12-11,0,3,5,0
401,2024-12,10,122,3.68,4,12,4,2022-12-11,2024-12-19,0,0,0,0
20,2023-01,20,80,20.24,22,1,1,2022-11-27,2022-11-27,0,0,0,0
20,2023-02,15,40,20.24,22,2,1,2022-11-27,2022-11-27,0,20,0,0
20,2023-05,2,40,20.24,22,5,2,2022-11-27,2022-11-27,0,0,0,0
20,2023-07,3,40,20.24,22,7,3,2022-11-27,2022-11-27,0,0,2,0
20,2023-09,13,40,20.24,22,9,3,2022-11-27,2022-11-27,0,0,3,0
20,2023-10,6,40,20.24,22,10,4,2022-11-27,2022-11-27,0,13,0,0
20,2023-12,22,120,20.24,22,12,4,2022-11-27,2022-11-27,0,0,6,0
20,2024-02,1,40,20.24,22,2,1,2022-11-27,2022-11-27,0,0,22,0
20,2024-03,2,40,20.24,22,3,1,2022-11-27,2022-11-27,0,1,0,0
20,2024-10,600,795,20.24,22,10,4,2022-11-27,2024-09-23,0,0,0,0
230,2023-01,1,18,9.2,10,1,1,2022-12-14,2022-12-14,0,0,0,0
230,2023-03,7,18,9.2,10,3,1,2022-12-14,2022-12-14,0,0,1,0
230,2023-04,33,54,9.2,10,4,2,2022-12-14,2022-12-14,0,7,0,0
230,2023-06,6,18,9.2,10,6,2,2022-12-14,2022-12-14,0,0,33,0
230,2023-08,12,18,9.2,10,8,3,2022-12-14,2022-12-14,0,0,6,0
230,2023-11,15,36,9.2,10,11,4,2022-12-14,2022-12-14,0,0,0,0
230,2024-04,10,18,9.2,10,4,2,2022-12-14,2022-12-14,0,0,0,0
230,2024-07,5,18,9.2,10,7,3,2022-12-14,2022-12-14,0,0,0,0
230,2024-10,5,118,9.2,10,10,4,2022-12-14,2024-10-01,0,0,0,0
29,2023-01,12,19,151.8,165,1,1,2022-11-28,2022-11-28,0,0,0,0
29,2023-03,5,19,151.8,165,3,1,2022-11-28,2022-11-28,0,0,12,0
29,2023-04,8,19,151.8,165,4,2,2022-11-28,2022-11-28,0,5,0,0
29,2023-05,17,19,151.8,165,5,2,2022-11-28,2022-11-28,0,8,5,0
29,2023-06,20,38,151.8,165,6,2,2022-11-28,2022-11-28,0,17,8,0
29,2023-07,11,19,151.8,165,7,3,2022-11-28,2022-11-28,0,20,17,0
29,2023-09,1,19,151.8,165,9,3,2022-11-28,2022-11-28,0,0,11,0
29,2023-12,17,19,151.8,165,12,4,2022-11-28,2022-11-28,0,0,0,0
29,2024-02,2,19,151.8,165,2,1,2022-11-28,2022-11-28,0,0,17,0
29,2024-03,10,124,151.8,165,3,1,2022-11-28,2024-03-22,0,2,0,0
425,2023-01,14,18,50.6,55,1,1,2022-11-19,2022-11-19,0,0,0,0
425,2023-02,19,18,50.6,55,2,1,2022-11-19,2022-11-19,0,14,0,0
425,2023-03,11,36,50.6,55,3,1,2022-11-19,2022-11-19,0,19,14,0
425,2023-05,4,18,50.6,55,5,2,2022-11-19,2022-11-19,0,0,11,0
425,2023-10,24,36,50.6,55,10,4,2022-11-19,2022-11-19,0,0,0,0
425,2023-11,5,18,50.6,55,11,4,2022-11-19,2022-11-19,0,24,0,0
425,2023-12,2,18,50.6,55,12,4,2022-11-19,2022-11-19,0,5,24,0
425,2024-01,3,18,50.6,55,1,1,2022-11-19,2022-11-19,0,2,5,0
425,2024-03,5,54,50.6,55,3,1,2022-11-19,2022-11-19,0,0,3,0
425,2024-04,2,18,50.6,55,4,2,2022-11-19,2022-11-19,0,5,0,0
425,2024-05,1,18,50.6,55,5,2,2022-11-19,2022-11-19,0,2,5,0
425,2024-07,1,18,50.6,55,7,3,2022-11-19,2022-11-19,0,0,1,0
425,2024-11,15,121,50.6,55,11,4,2022-11-19,2024-11-21,0,0,0,0
399,2023-01,18,6,18.4,20,1,1,2022-12-13,2022-12-13,0,0,0,0
399,2023-03,6,6,18.4,20,3,1,2022-12-13,2022-12-13,0,0,18,0
399,2023-07,1,6,18.4,20,7,3,2022-12-13,2022-12-13,0,0,0,0
399,2023-09,3,6,18.4,20,9,3,2022-12-13,2022-12-13,0,0,1,0
399,2023-11,2,6,18.4,20,11,4,2022-12-13,2022-12-13,0,0,3,0
399,2024-07,2,12,18.4,20,7,3,2022-12-13,2022-12-13,0,0,0,0
399,2024-09,1,6,18.4,20,9,3,2022-12-13,2022-12-13,0,0,2,0
399,2024-12,5,40,18.4,20,12,4,2022-12-13,2024-12-02,0,0,0,0
269,2023-01,12,4,46,50,1,1,2022-11-22,2022-11-22,0,0,0,0
269,2023-05,2,4,46,50,5,2,2022-11-22,2022-11-22,0,0,0,0
269,2023-08,6,4,46,50,8,3,2022-11-22,2022-11-22,0,0,0,0
269,2024-12,5,25,46,50,12,4,2022-11-22,2024-11-27,0,0,0,0
3,2023-01,2,37,23,25,1,1,2022-11-30,2022-11-30,0,0,0,0
3,2023-04,6,74,23,25,4,2,2022-11-30,2022-11-30,0,0,0,0
3,2023-06,2,37,23,25,6,2,2022-11-30,2022-11-30,0,0,6,0
3,2023-07,13,74,23,25,7,3,2022-11-30,2022-11-30,0,2,0,0
3,2023-09,8,37,23,25,9,3,2022-11-30,2022-11-30,0,0,13,0
3,2023-11,12,111,23,25,11,4,2022-11-30,2022-11-30,0,0,8,0
3,2023-12,33,74,23,25,12,4,2022-11-30,2022-11-30,0,12,0,0
3,2024-10,560,972,23,25,10,4,2022-11-30,2024-09-29,0,0,0,0
652,2023-01,12,56,16.56,18,1,1,2022-12-02,2022-12-02,0,0,0,0
652,2023-08,7,56,16.56,18,8,3,2022-12-02,2022-12-02,0,0,0,0
652,2023-09,33,168,16.56,18,9,3,2022-12-02,2022-12-02,0,7,0,0
652,2023-11,14,112,16.56,18,11,4,2022-12-02,2022-12-02,0,0,33,0
652,2024-02,1,56,16.56,18,2,1,2022-12-02,2022-12-02,0,0,0,0
652,2024-03,1,56,16.56,18,3,1,2022-12-02,2022-12-02,0,1,0,0
652,2024-04,6,336,16.56,18,4,2,2022-12-02,2022-12-02,0,1,1,0
652,2024-05,1,56,16.56,18,5,2,2022-12-02,2022-12-02,0,6,1,0
652,2024-06,1,56,16.56,18,6,2,2022-12-02,2022-12-02,0,1,6,0
652,2024-08,1,56,16.56,18,8,3,2022-12-02,2022-12-02,0,0,1,0
652,2024-09,1,56,16.56,18,9,3,2022-12-02,2022-12-02,0,1,0,0
652,2024-10,201,112,16.56,18,10,4,2022-12-02,2022-12-02,0,1,1,0
652,2024-12,8,583,16.56,18,12,4,2022-12-02,2024-12-10,0,0,201,0
332,2023-01,2,8,46,50,1,1,2022-11-23,2022-11-23,0,0,0,0
332,2023-05,5,8,46,50,5,2,2022-11-23,2022-11-23,0,0,0,0
332,2023-09,20,16,46,50,9,3,2022-11-23,2022-11-23,0,0,0,0
332,2023-11,16,8,46,50,11,4,2022-11-23,2022-11-23,0,0,20,0
332,2024-07,5,53,46,50,7,3,2022-11-23,2024-07-19,0,0,0,0
52,2023-01,14,48,7.36,8,1,1,2022-12-08,2022-12-08,0,0,0,0
52,2023-02,8,24,7.36,8,2,1,2022-12-08,2022-12-08,0,14,0,0
52,2023-05,18,72,7.36,8,5,2,2022-12-08,2022-12-08,0,0,0,0
52,2023-06,20,48,7.36,8,6,2,2022-12-08,2022-12-08,0,18,0,0
52,2023-08,22,48,7.36,8,8,3,2022-12-08,2022-12-08,0,0,20,0
52,2023-09,1,24,7.36,8,9,3,2022-12-08,2022-12-08,0,22,0,0
52,2023-10,6,48,7.36,8,10,4,2022-12-08,2022-12-08,0,1,22,0
52,2023-11,18,24,7.36,8,11,4,2022-12-08,2022-12-08,0,6,1,0
52,2023-12,2,24,7.36,8,12,4,2022-12-08,2022-12-08,0,18,6,0
52,2024-01,4,24,7.36,8,1,1,2022-12-08,2022-12-08,0,2,18,0
52,2024-06,6,24,7.36,8,6,2,2022-12-08,2022-12-08,0,0,0,0
52,2024-08,10,157,7.36,8,8,3,2022-12-08,2024-08-18,0,0,6,0
174,2023-01,1,7,13.8,15,1,1,2022-11-25,2022-11-25,0,0,0,0
174,2023-04,2,7,13.8,15,4,2,2022-11-25,2022-11-25,0,0,0,0
174,2023-08,18,14,13.8,15,8,3,2022-11-25,2022-11-25,0,0,0,0
174,2023-12,8,7,13.8,15,12,4,2022-11-25,2022-11-25,0,0,0,0
174,2024-01,1,7,13.8,15,1,1,2022-11-25,2022-11-25,0,8,0,0
174,2024-07,2,7,13.8,15,7,3,2022-11-25,2022-11-25,0,0,0,0
174,2024-09,1,7,13.8,15,9,3,2022-11-25,2022-11-25,0,0,2,0
174,2024-10,10,42,13.8,15,10,4,2022-11-25,2024-10-19,0,1,0,0
234,2023-01,14,9,32.2,25,1,1,2022-11-18,2022-11-18,0,0,0,0
234,2023-02,1,9,32.2,25,2,1,2022-11-18,2022-11-18,0,14,0,0
234,2023-03,17,9,32.2,25,3,1,2022-11-18,2022-11-18,0,1,14,0
234,2023-08,5,9,32.2,25,8,3,2022-11-18,2022-11-18,0,0,0,0
234,2023-10,1,9,32.2,25,10,4,2022-11-18,2022-11-18,0,0,5,0
234,2024-05,4,9,32.2,25,5,2,2022-11-18,2022-11-18,0,0,0,0
234,2024-07,1,9,32.2,25,7,3,2022-11-18,2022-11-18,0,0,4,0
234,2024-09,2,9,32.2,25,9,3,2022-11-18,2022-11-18,0,0,1,0
234,2024-12,6,66,32.2,25,12,4,2022-11-18,2024-12-24,0,0,0,0
12,2023-01,14,27,7.36,8,1,1,2022-11-20,2022-11-20,0,0,0,0
12,2023-03,3,54,7.36,8,3,1,2022-11-20,2022-11-20,0,0,14,0
12,2023-05,34,108,7.36,8,5,2,2022-11-20,2022-11-20,0,0,3,0
12,2023-06,15,27,7.36,8,6,2,2022-11-20,2022-11-20,0,34,0,0
12,2023-08,17,27,7.36,8,8,3,2022-11-20,2022-11-20,0,0,15,0
12,2023-09,33,54,7.36,8,9,3,2022-11-20,2022-11-20,0,17,0,0
12,2023-11,8,27,7.36,8,11,4,2022-11-20,2022-11-20,0,0,33,0
12,2023-12,11,54,7.36,8,12,4,2022-11-20,2022-11-20,0,8,0,0
12,2024-08,1,27,7.36,8,8,3,2022-11-20,2022-11-20,0,0,0,0
12,2024-10,5,173,7.36,8,10,4,2022-11-20,2024-10-18,0,0,1,0
539,2023-01,35,48,3.22,3.5,1,1,2022-12-01,2022-12-01,0,0,0,0
539,2023-02,6,24,3.22,3.5,2,1,2022-12-01,2022-12-01,0,35,0,0
539,2023-03,19,24,3.22,3.5,3,1,2022-12-01,2022-12-01,0,6,35,0
539,2023-07,6,24,3.22,3.5,7,3,2022-12-01,2022-12-01,0,0,0,0
539,2023-09,26,48,3.22,3.5,9,3,2022-12-01,2022-12-01,0,0,6,0
539,2023-10,4,24,3.22,3.5,10,4,2022-12-01,2022-12-01,0,26,0,0
539,2023-11,6,24,3.22,3.5,11,4,2022-12-01,2022-12-01,0,4,26,0
539,2023-12,14,24,3.22,3.5,12,4,2022-12-01,2022-12-01,0,6,4,0
539,2024-04,20,156,3.22,3.5,4,2,2022-12-01,2024-04-01,0,0,0,0
580,2023-01,18,17,9.2,10,1,1,2022-11-28,2022-11-28,0,0,0,0
580,2023-04,16,17,9.2,10,4,2,2022-11-28,2022-11-28,0,0,0,0
580,2023-06,12,34,9.2,10,6,2,2022-11-28,2022-11-28,0,0,16,0
580,2023-09,6,17,9.2,10,9,3,2022-11-28,2022-11-28,0,0,0,0
580,2023-11,18,17,9.2,10,11,4,2022-11-28,2022-11-28,0,0,6,0
580,2023-12,8,17,9.2,10,12,4,2022-11-28,2022-11-28,0,18,0,0
580,2024-03,40,113,9.2,10,3,1,2022-11-28,2024-03-16,0,0,0,0
529,2023-01,14,74,15.64,17,1,1,2022-11-28,2022-11-28,0,0,0,0
529,2023-04,7,74,15.64,17,4,2,2022-11-28,2022-11-28,0,0,0,0
529,2023-08,2,74,15.64,17,8,3,2022-11-28,2022-11-28,0,0,0,0
529,2023-10,20,148,15.64,17,10,4,2022-11-28,2022-11-28,0,0,2,0
529,2024-01,50,74,15.64,17,1,1,2022-11-28,2022-11-28,0,0,0,0
529,2024-02,36,148,15.64,17,2,1,2022-11-28,2022-11-28,0,50,0,0
529,2024-03,36,148,15.64,17,3,1,2022-11-28,2022-11-28,0,36,50,0
529,2024-05,1,74,15.64,17,5,2,2022-11-28,2022-11-28,0,0,36,0
529,2024-07,5,74,15.64,17,7,3,2022-11-28,2022-11-28,0,0,1,0
529,2024-10,1000,495,15.64,17,10,4,2022-11-28,2024-09-20,0,0,0,0
213,2023-01,4,1,55.2,60,1,1,2022-12-01,2022-12-01,0,0,0,0
213,2023-12,2,1,55.2,60,12,4,2022-12-01,2022-12-01,0,0,0,0
213,2024-01,1,1,55.2,60,1,1,2022-12-01,2022-12-01,0,2,0,0
213,2024-08,5,9,55.2,60,8,3,2022-12-01,2024-08-03,0,0,0,0
372,2023-01,19,23,36.8,40,1,1,2022-11-27,2022-11-27,0,0,0,0
372,2023-04,19,23,36.8,40,4,2,2022-11-27,2022-11-27,0,0,0,0
372,2023-05,26,92,36.8,40,5,2,2022-11-27,2022-11-27,0,19,0,0
372,2023-06,6,23,36.8,40,6,2,2022-11-27,2022-11-27,0,26,19,0
372,2023-07,13,23,36.8,40,7,3,2022-11-27,2022-11-27,0,6,26,0
372,2023-10,14,23,36.8,40,10,4,2022-11-27,2022-11-27,0,0,0,0
372,2023-11,17,23,36.8,40,11,4,2022-11-27,2022-11-27,0,14,0,0
372,2024-05,5,147,36.8,40,5,2,2022-11-27,2024-05-01,0,0,0,0
