selling_date,product_id,sold_quantity,selling_price,category_id,branch_id,month,weekday,moving_avg_7d,moving_avg_30d
2023-06-08,422,14,6.00,7,1,6,5,14.00,14.00
2023-06-08,232,5,35.00,7,1,6,5,10.50,10.50
2023-06-09,169,18,3.00,7,1,6,6,18.00,18.00
2023-06-09,106,12,100.00,7,1,6,6,10.00,10.00
2023-06-09,287,12,1.00,2,1,6,6,12.00,8.75
2023-06-09,419,13,95.00,7,1,6,6,13.00,13.00
2023-06-09,106,8,100.00,7,1,6,6,10.00,10.00
2023-06-09,519,2,0.60,2,1,6,6,9.00,9.00
2023-06-09,334,7,2.00,7,1,6,6,7.00,7.00
2023-06-09,372,6,40.00,7,1,6,6,6.00,6.40
2023-06-09,430,13,9.00,7,1,6,6,13.00,13.00
2023-06-09,225,15,50.00,4,1,6,6,15.00,15.00
2023-06-10,207,8,50.00,2,1,6,7,8.00,8.00
2023-06-10,328,2,1.50,7,1,6,7,2.00,2.00
2023-06-10,424,11,33.00,7,1,6,7,11.00,13.50
2023-06-10,496,1,21.00,8,1,6,7,1.00,1.00
2023-06-10,303,6,60.00,10,1,6,7,6.00,6.00
2023-06-10,266,18,60.00,7,1,6,7,18.00,18.00
2023-06-11,483,7,55.00,8,1,6,1,7.00,7.00
2023-06-11,402,9,5.00,7,1,6,1,9.00,9.00
2023-06-11,461,9,1.50,10,1,6,1,9.00,9.00
2023-06-11,29,1,165.00,2,1,6,1,1.00,9.00
2023-06-11,331,1,15.00,7,1,6,1,1.00,2.50
2023-06-11,313,2,2.00,7,1,6,1,2.00,2.00
2023-06-11,162,2,13.00,7,1,6,1,2.00,2.00
2023-06-11,52,18,4.50,2,1,6,1,10.00,7.60
2023-06-11,642,15,260.00,5,1,6,1,15.00,15.00
2023-06-12,462,3,5.00,10,1,6,2,3.00,3.00
2023-06-12,193,1,3.50,7,1,6,2,1.00,9.33
2023-06-12,247,4,8.50,3,1,6,2,4.00,4.00
2023-06-12,3,2,21.00,2,1,6,2,2.00,2.00
2023-06-13,401,6,4.00,7,1,6,3,6.00,6.00
2023-06-13,142,1,1.00,7,1,6,3,1.00,1.00
2023-06-13,6,15,30.00,2,1,6,3,15.00,15.00
2023-06-13,194,13,6.00,7,1,6,3,13.00,15.00
2023-06-13,2,17,20.00,2,1,6,3,17.00,17.00
2023-06-13,433,1,55.00,7,1,6,3,1.00,8.67
2023-06-14,233,18,30.00,7,1,6,4,18.00,18.00
2023-06-14,541,1,10.00,2,1,6,4,1.00,1.00
2023-06-14,347,2,7.00,7,1,6,4,2.00,10.00
2023-06-14,123,16,7.00,7,1,6,4,16.00,16.00
2023-06-14,389,4,0.80,7,1,6,4,4.00,4.00
2023-06-14,542,2,15.00,2,1,6,4,2.00,2.00
2023-06-14,40,16,45.00,2,1,6,4,16.00,16.00
2023-06-14,63,1,8.00,2,1,6,4,1.00,1.00
2023-06-14,500,13,41.00,8,1,6,4,13.00,13.00
2023-06-14,46,15,4.00,2,1,6,4,15.00,15.00
2023-06-14,421,2,3.50,7,1,6,4,2.00,2.00
2023-06-15,165,13,5.00,7,1,6,5,13.00,13.00
2023-06-15,45,13,2.00,2,1,6,5,13.00,10.33
2023-06-15,292,4,250.00,10,1,6,5,4.00,4.00
2023-06-15,473,8,68.00,8,1,6,5,8.00,8.00
2023-06-15,37,2,7.00,2,1,6,5,2.00,2.00
2023-06-15,435,9,63.00,7,1,6,5,9.00,9.00
2023-06-15,145,5,45.00,7,1,6,5,5.00,8.00
2023-06-15,186,12,2.50,7,1,6,5,12.00,12.00
2023-06-16,302,13,40.00,10,1,6,6,13.00,13.33
2023-06-16,333,1,2.00,7,1,6,6,1.00,5.00
2023-06-16,593,18,45.00,5,1,6,6,18.00,18.00
2023-06-16,202,15,20.00,2,1,6,6,15.00,15.00
2023-06-16,448,19,8.00,7,1,6,6,19.00,10.00
2023-06-16,505,2,39.00,8,1,6,6,2.00,2.00
2023-06-16,200,8,150.00,2,1,6,6,8.00,8.50
2023-06-16,35,9,1.00,2,1,6,6,9.00,9.00
2023-06-16,634,19,8.00,5,1,6,6,19.00,19.00
2023-06-16,151,16,45.00,7,1,6,6,16.00,16.00
2023-06-17,140,7,0.80,7,1,6,7,7.00,7.00
2023-06-17,42,14,1.33,2,1,6,7,14.00,14.00
2023-06-17,593,2,45.00,5,1,6,7,10.00,10.00
2023-06-17,301,18,25.00,10,1,6,7,18.00,18.00
2023-06-17,94,3,13.00,1,1,6,7,3.00,3.00
2023-06-17,56,19,15.00,2,1,6,7,19.00,19.00
2023-06-17,304,16,18.00,10,1,6,7,16.00,17.50
2023-06-18,450,9,17.00,7,1,6,1,9.00,13.50
2023-06-18,17,1,5.00,2,1,6,1,1.00,1.00
2023-06-18,164,13,3.50,7,1,6,1,13.00,9.00
2023-06-18,193,13,3.50,7,1,6,1,7.00,10.25
2023-06-18,202,4,20.00,2,1,6,1,9.50,9.50
2023-06-18,319,13,4.00,7,1,6,1,13.00,12.50
2023-06-18,184,12,80.00,7,1,6,1,12.00,12.00
2023-06-18,179,14,8.00,7,1,6,1,14.00,11.75
2023-06-18,534,18,20.00,2,1,6,1,18.00,10.00
2023-06-18,177,12,15.00,7,1,6,1,12.00,12.00
2023-06-18,59,6,3.30,2,1,6,1,6.00,6.00
2023-06-18,606,2,55.00,5,1,6,1,2.00,2.00
2023-06-19,125,14,8.00,7,1,6,2,14.00,14.00
2023-06-19,175,3,8.00,7,1,6,2,3.00,2.50
2023-06-19,384,16,0.15,7,1,6,2,16.00,16.00
2023-06-19,177,8,15.00,7,1,6,2,10.00,10.00
2023-06-19,46,2,4.00,2,1,6,2,8.50,8.50
2023-06-19,318,16,5.00,7,1,6,2,16.00,8.50
2023-06-19,178,4,225.00,7,1,6,2,4.00,4.00
2023-06-19,618,2,1.50,5,1,6,2,2.00,2.00
2023-06-19,406,3,18.00,7,1,6,2,3.00,3.00
2023-06-20,432,7,35.00,7,1,6,3,7.00,8.67
2023-06-20,231,9,1.00,7,1,6,3,9.00,5.00
2023-06-20,575,17,4.50,2,1,6,3,17.00,17.00
2023-06-20,143,5,8.00,7,1,6,3,5.00,5.00
2023-06-20,23,13,12.00,2,1,6,3,13.00,7.00
2023-06-20,65,8,18.00,2,1,6,3,8.00,8.00
2023-06-20,198,19,1.00,2,1,6,3,19.00,19.00
2023-06-20,360,12,6.00,7,1,6,3,12.00,7.00
2023-06-21,55,2,17.00,2,1,6,4,2.00,2.00
2023-06-21,25,5,20.00,2,1,6,4,5.00,5.00
2023-06-21,13,12,12.00,2,1,6,4,12.00,12.00
2023-06-21,103,6,45.00,8,1,6,4,6.00,6.00
2023-06-22,251,7,180.00,3,1,6,5,7.00,7.00
2023-06-22,447,14,1.30,7,1,6,5,14.00,14.00
2023-06-22,141,16,1.00,7,1,6,5,16.00,16.00
2023-06-22,70,1,40.00,2,1,6,5,1.00,1.00
2023-06-22,420,6,5.00,7,1,6,5,6.00,3.50
2023-06-22,487,18,49.00,8,1,6,5,18.00,18.00
2023-06-23,116,9,16.00,10,1,6,6,9.00,13.00
2023-06-23,10,2,3.00,2,1,6,6,2.00,2.00
2023-06-23,303,13,60.00,10,1,6,6,13.00,9.50
2023-06-23,93,4,8.00,1,1,6,6,4.00,4.00
2023-06-23,31,9,135.00,2,1,6,6,9.00,8.00
2023-06-23,141,5,1.00,7,1,6,6,10.50,10.50
2023-06-23,596,17,290.00,5,1,6,6,17.00,17.00
2023-06-23,258,1,900.00,3,1,6,6,1.00,1.00
2023-06-23,187,11,7.00,7,1,6,6,11.00,11.00
2023-06-23,553,19,75.00,2,1,6,6,19.00,19.00
2023-06-23,184,15,80.00,7,1,6,6,13.50,13.50
2023-06-23,17,4,5.00,2,1,6,6,2.50,2.50
2023-06-23,29,19,165.00,2,1,6,6,19.00,10.00
2023-06-24,172,6,4.00,7,1,6,7,6.00,6.00
2023-06-24,574,3,40.00,2,1,6,7,3.00,3.00
2023-06-24,657,1,24.00,5,1,6,7,1.00,1.00
2023-06-24,395,7,3.00,7,1,6,7,7.00,7.00
2023-06-24,580,1,10.00,7,1,6,7,1.00,1.00
2023-06-24,6,4,30.00,2,1,6,7,4.00,9.50
2023-06-24,617,15,1.00,5,1,6,7,15.00,11.75
2023-06-24,389,18,0.80,7,1,6,7,18.00,11.00
2023-06-24,421,3,3.50,7,1,6,7,3.00,2.50
2023-06-24,338,19,9.00,7,1,6,7,19.00,19.00
2023-06-25,197,19,29.00,7,1,6,1,19.00,19.00
2023-06-25,83,2,3.00,7,1,6,1,10.00,10.33
2023-06-25,533,4,15.00,2,1,6,1,4.00,4.00
2023-06-25,18,14,10.00,2,1,6,1,14.00,14.00
2023-06-25,321,4,4.00,7,1,6,1,4.00,4.00
2023-06-25,568,16,7.00,2,1,6,1,16.00,16.00
2023-06-25,83,18,3.00,7,1,6,1,10.00,10.33
2023-06-25,287,14,1.00,2,1,6,1,14.00,9.00
2023-06-25,102,12,15.00,8,1,6,1,12.00,12.00
2023-06-25,15,1,5.00,2,1,6,1,1.00,9.50
2023-06-26,228,11,380.00,4,1,6,2,11.00,11.00
2023-06-26,542,8,15.00,2,1,6,2,8.00,5.00
2023-06-26,190,13,65.00,7,1,6,2,13.00,13.00
2023-06-26,111,11,25.00,2,1,6,2,11.00,13.00
2023-06-26,624,18,750.00,5,1,6,2,18.00,18.00
2023-06-26,173,1,9.00,7,1,6,2,1.00,6.50
2023-06-26,328,15,1.50,7,1,6,2,15.00,8.50
2023-06-26,78,5,45.00,2,1,6,2,5.00,5.00
2023-06-26,535,15,50.00,2,1,6,2,15.00,10.67
2023-06-26,361,1,45.00,7,1,6,2,1.00,1.00
2023-06-26,588,13,10.00,7,1,6,2,13.00,13.00
2023-06-27,398,9,1.00,7,1,6,3,9.00,9.00
2023-06-27,455,1,18.00,7,1,6,3,1.00,1.00
2023-06-27,92,18,8.00,1,1,6,3,18.00,17.00
2023-06-27,62,9,11.00,2,1,6,3,9.00,9.00
2023-06-27,60,6,9.00,2,1,6,3,6.00,6.00
2023-06-27,505,8,39.00,8,1,6,3,8.00,5.00
2023-06-27,424,14,33.00,7,1,6,3,14.00,12.50
2023-06-27,4,1,15.00,2,1,6,3,1.00,1.50
2023-06-27,426,8,95.00,7,1,6,3,8.00,8.00
2023-06-28,55,15,17.00,2,1,6,4,8.50,8.50
2023-06-28,43,2,2.00,2,1,6,4,2.00,2.00
2023-06-28,428,19,7.00,7,1,6,4,19.00,11.50
2023-06-28,28,9,20.00,2,1,6,4,9.00,9.00
2023-06-28,407,2,15.00,7,1,6,4,2.00,2.00
2023-06-28,250,19,130.00,3,1,6,4,19.00,19.00
2023-06-28,77,11,35.00,2,1,6,4,11.00,11.00
2023-06-28,617,7,1.00,5,1,6,4,11.00,11.00
2023-06-28,289,6,15.00,2,1,6,4,6.00,6.00
2023-06-28,368,15,50.00,7,1,6,4,15.00,15.00
2023-06-28,288,9,6.00,2,1,6,4,9.00,9.00
2023-06-28,434,11,11.00,7,1,6,4,11.00,11.00
2023-06-29,237,15,30.00,10,1,6,5,15.00,15.00
2023-06-29,41,5,1.50,2,1,6,5,5.00,5.00
2023-06-29,48,17,64.99,2,1,6,5,17.00,17.00
2023-06-29,230,6,13.00,10,1,6,5,6.00,6.00
2023-06-29,92,11,8.00,1,1,6,5,14.50,15.00
2023-06-29,580,11,10.00,7,1,6,5,6.00,6.00
2023-06-29,294,11,298.00,10,1,6,5,11.00,11.00
2023-06-29,152,3,2.00,7,1,6,5,3.00,3.00
2023-06-29,347,14,7.00,7,1,6,5,14.00,11.33
2023-06-30,413,8,0.80,7,1,6,6,8.00,11.00
2023-06-30,1,4,35.00,2,1,6,6,4.00,5.50
2023-06-30,380,15,6.00,7,1,6,6,15.00,15.00
2023-06-30,261,14,600.00,3,1,6,6,14.00,14.00
2023-06-30,69,1,17.00,2,1,6,6,1.00,1.00
2023-06-30,107,14,120.00,7,1,6,6,14.00,14.00
2023-06-30,281,3,6.00,2,1,6,6,3.00,3.00
2023-06-30,10,6,3.00,2,1,6,6,4.00,4.00
2023-06-30,428,13,7.00,7,1,6,6,16.00,16.00
2023-06-30,260,14,180.00,3,1,6,6,14.00,14.00
2023-07-01,46,14,4.00,2,1,7,7,14.00,10.33
2023-07-01,224,17,35.00,4,1,7,7,17.00,17.00
2023-07-01,140,1,0.80,7,1,7,7,1.00,4.00
2023-07-01,130,11,9.50,7,1,7,7,11.00,11.00
2023-07-01,307,1,85.00,10,1,7,7,1.00,9.50
2023-07-01,251,12,180.00,3,1,7,7,12.00,9.50
2023-07-01,65,1,18.00,2,1,7,7,1.00,4.50
2023-07-01,33,12,1.00,2,1,7,7,12.00,12.00
2023-07-01,418,2,485.00,7,1,7,7,2.00,2.00
2023-07-01,446,11,15.00,7,1,7,7,11.00,11.00
2023-07-01,583,3,6.00,7,1,7,7,3.00,3.00
2023-07-02,131,15,75.00,7,1,7,1,15.00,15.00
2023-07-02,47,16,12.00,2,1,7,1,16.00,16.00
2023-07-02,359,17,30.00,7,1,7,1,17.00,16.50
2023-07-02,469,4,43.00,8,1,7,1,4.00,4.00
2023-07-02,69,5,17.00,2,1,7,1,3.00,3.00
2023-07-02,4,1,15.00,2,1,7,1,1.00,1.33
2023-07-02,73,14,3.00,2,1,7,1,14.00,14.00
2023-07-02,528,2,6.00,2,1,7,1,2.00,5.00
2023-07-02,541,13,10.00,2,1,7,1,13.00,7.00
2023-07-03,250,7,130.00,3,1,7,2,13.00,13.00
2023-07-03,201,2,168.00,2,1,7,2,2.00,12.33
2023-07-03,82,13,2.00,7,1,7,2,13.00,13.00
2023-07-03,108,8,31.20,7,1,7,2,8.00,8.00
2023-07-03,382,17,17.00,7,1,7,2,17.00,17.00
2023-07-03,370,13,45.00,7,1,7,2,13.00,16.00
2023-07-03,270,2,135.00,7,1,7,2,2.00,5.00
2023-07-03,131,6,75.00,7,1,7,2,10.50,10.50
2023-07-03,16,4,5.00,2,1,7,2,4.00,4.00
2023-07-03,22,2,12.00,2,1,7,2,2.00,2.00
2023-07-04,433,4,55.00,7,1,7,3,4.00,2.50
2023-07-04,47,5,12.00,2,1,7,3,10.50,10.50
2023-07-04,20,3,8.00,2,1,7,3,3.00,3.00
2023-07-04,160,13,3.50,7,1,7,3,13.00,13.00
2023-07-04,21,1,90.00,2,1,7,3,1.00,1.00
2023-07-04,326,4,12.00,7,1,7,3,4.00,4.00
2023-07-04,18,1,10.00,2,1,7,3,1.00,7.50
2023-07-04,33,8,1.00,2,1,7,3,10.00,10.00
2023-07-05,575,6,4.50,2,1,7,4,6.00,11.50
2023-07-05,399,1,45.00,7,1,7,4,1.00,1.00
2023-07-05,148,11,180.00,7,1,7,4,11.00,11.00
2023-07-05,82,6,2.00,7,1,7,4,11.33,11.33
2023-07-05,82,15,2.00,7,1,7,4,11.33,11.33
2023-07-05,540,6,2.00,2,1,7,4,6.00,6.00
2023-07-05,413,18,0.80,7,1,7,4,13.00,13.00
2023-07-05,316,2,1.50,7,1,7,4,2.00,2.00
2023-07-05,450,17,17.00,7,1,7,4,17.00,13.00
2023-07-05,410,14,100.00,9,1,7,4,14.00,14.00
2023-07-05,202,12,20.00,2,1,7,4,12.00,10.33
2023-07-05,226,18,75.00,4,1,7,4,18.00,18.00
2023-07-06,424,2,33.00,7,1,7,5,2.00,9.00
2023-07-06,492,5,40.00,8,1,7,5,5.00,5.00
2023-07-06,284,3,1.50,2,1,7,5,3.00,3.00
2023-07-06,461,1,1.50,10,1,7,5,1.00,5.00
2023-07-06,89,9,2.00,7,1,7,5,9.00,9.00
2023-07-06,10,7,3.00,2,1,7,5,6.50,5.00
2023-07-06,494,15,85.00,8,1,7,5,15.00,15.00
2023-07-06,120,18,48.00,7,1,7,5,18.00,18.00
2023-07-07,494,8,85.00,8,1,7,6,11.50,11.50
2023-07-07,264,1,45.00,7,1,7,6,1.00,1.00
2023-07-07,447,12,1.30,7,1,7,6,12.00,13.00
2023-07-07,329,1,2.00,7,1,7,6,1.00,1.00
2023-07-07,574,9,40.00,2,1,7,6,9.00,6.00
2023-07-07,403,15,5.00,7,1,7,6,15.00,15.00
2023-07-07,187,18,7.00,7,1,7,6,18.00,14.50
2023-07-07,160,7,3.50,7,1,7,6,10.00,10.00
2023-07-07,161,5,1.00,7,1,7,6,5.00,5.00
2023-07-07,312,18,3.00,7,1,7,6,18.00,18.00
2023-07-07,168,1,85.00,7,1,7,6,1.00,1.00
2023-07-08,502,15,18.00,8,1,7,7,15.00,15.00
2023-07-08,160,15,3.50,7,1,7,7,11.67,11.67
2023-07-08,93,16,8.00,1,1,7,7,16.00,10.00
2023-07-08,307,13,85.00,10,1,7,7,7.00,10.67
2023-07-08,197,18,29.00,7,1,7,7,18.00,18.50
2023-07-08,100,13,15.00,9,1,7,7,13.00,13.00
2023-07-08,382,11,17.00,7,1,7,7,14.00,14.00
2023-07-08,168,5,85.00,7,1,7,7,3.00,3.00
2023-07-08,287,1,1.00,2,1,7,7,1.00,9.00
2023-07-08,33,5,1.00,2,1,7,7,8.33,8.33
2023-07-09,287,14,1.00,2,1,7,1,7.50,10.25
2023-07-09,173,8,9.00,7,1,7,1,8.00,4.50
2023-07-09,185,12,5.00,7,1,7,1,12.00,12.00
2023-07-09,298,2,25.00,10,1,7,1,2.00,2.00
2023-07-09,270,16,135.00,7,1,7,1,9.00,9.00
2023-07-09,429,2,10.00,7,1,7,1,2.00,2.00
2023-07-09,564,1,65.00,2,1,7,1,1.00,1.00
2023-07-09,283,14,8.00,2,1,7,1,14.00,14.00
2023-07-09,271,12,20.00,7,1,7,1,12.00,12.00
2023-07-09,331,8,15.00,7,1,7,1,8.00,4.50
2023-07-09,106,11,100.00,7,1,7,1,11.00,10.33
2023-07-10,365,4,25.00,7,1,7,2,4.00,4.00
2023-07-10,571,5,7.00,2,1,7,2,5.00,5.00
2023-07-10,28,5,20.00,2,1,7,2,5.00,7.00
2023-07-10,298,17,25.00,10,1,7,2,9.50,9.50
2023-07-10,35,4,1.00,2,1,7,2,4.00,6.50
2023-07-10,229,6,150.00,7,1,7,2,6.00,6.00
2023-07-10,57,2,50.00,2,1,7,2,2.00,2.00
2023-07-10,42,14,1.33,2,1,7,2,14.00,14.00
2023-07-10,296,19,75.00,10,1,7,2,19.00,19.00
2023-07-10,231,16,1.00,7,1,7,2,16.00,12.50
2023-07-10,166,16,5.00,7,1,7,2,16.00,16.00
2023-07-10,67,11,13.00,2,1,7,2,11.00,11.00
2023-07-11,140,16,0.80,7,1,7,3,16.00,8.00
2023-07-11,308,6,3.00,2,1,7,3,6.00,6.00
2023-07-11,241,14,14.00,3,1,7,3,14.00,14.00
2023-07-11,161,3,1.00,7,1,7,3,4.00,4.00
2023-07-11,655,19,11.50,5,1,7,3,19.00,19.00
2023-07-11,4,3,15.00,2,1,7,3,3.00,1.67
2023-07-12,338,6,9.00,7,1,7,4,6.00,12.50
2023-07-12,58,1,90.00,2,1,7,4,1.00,1.00
2023-07-12,426,11,95.00,7,1,7,4,11.00,9.50
2023-07-12,49,12,2.50,2,1,7,4,12.00,12.00
2023-07-12,597,18,350.00,5,1,7,4,18.00,18.00
2023-07-12,30,7,165.00,2,1,7,4,7.00,7.00
2023-07-13,318,12,5.00,7,1,7,5,12.00,14.00
2023-07-13,365,19,25.00,7,1,7,5,11.50,11.50
2023-07-13,91,9,2.00,7,1,7,5,9.00,9.00
2023-07-13,542,12,15.00,2,1,7,5,12.00,7.33
2023-07-13,189,3,29.00,7,1,7,5,7.50,7.50
2023-07-13,293,7,89.50,10,1,7,5,7.00,7.00
2023-07-13,168,7,85.00,7,1,7,5,4.33,4.33
2023-07-13,268,9,50.00,7,1,7,5,9.00,9.00
2023-07-13,187,3,7.00,7,1,7,5,10.50,10.67
2023-07-13,189,12,29.00,7,1,7,5,7.50,7.50
2023-07-14,460,2,5.00,10,1,7,6,2.50,2.50
2023-07-14,172,5,4.00,7,1,7,6,5.00,5.50
2023-07-14,201,16,168.00,2,1,7,6,16.00,9.00
2023-07-14,649,3,18.00,5,1,7,6,3.00,3.00
2023-07-14,483,2,55.00,8,1,7,6,2.00,2.00
2023-07-14,15,18,5.00,2,1,7,6,18.00,9.50
2023-07-14,192,14,5.00,7,1,7,6,14.00,14.00
2023-07-14,276,18,4.00,2,1,7,6,18.00,18.00
2023-07-14,610,15,20.00,5,1,7,6,15.00,15.00
2023-07-14,186,19,2.50,7,1,7,6,19.00,15.50
2023-07-14,249,17,1550.00,3,1,7,6,17.00,17.00
2023-07-14,432,5,35.00,7,1,7,6,5.00,6.00
2023-07-14,117,16,10.00,7,1,7,6,16.00,16.00
2023-07-14,549,1,30.00,2,1,7,6,1.00,1.00
2023-07-14,460,3,5.00,10,1,7,6,2.50,2.50
2023-07-15,402,7,5.00,7,1,7,7,7.00,7.00
2023-07-15,61,12,4.00,2,1,7,7,12.00,12.00
2023-07-15,421,18,3.50,7,1,7,7,18.00,10.50
2023-07-15,270,14,135.00,7,1,7,7,15.00,10.67
2023-07-15,37,13,7.00,2,1,7,7,13.00,7.50
2023-07-15,95,6,25.00,1,1,7,7,6.00,6.00
2023-07-15,197,19,29.00,7,1,7,7,18.50,18.67
2023-07-15,289,9,15.00,2,1,7,7,9.00,7.50
2023-07-15,585,19,8.00,7,1,7,7,19.00,19.00
2023-07-15,182,5,35.00,7,1,7,7,5.00,5.00
2023-07-16,91,14,2.00,7,1,7,1,11.50,11.50
2023-07-16,45,12,2.00,2,1,7,1,12.00,12.00
2023-07-16,521,18,2.50,2,1,7,1,18.00,18.00
2023-07-16,413,9,0.80,7,1,7,1,9.00,11.67
2023-07-16,290,1,1.50,2,1,7,1,1.00,1.00
2023-07-16,446,2,15.00,7,1,7,1,2.00,6.50
2023-07-17,158,1,13.00,7,1,7,2,1.00,1.00
2023-07-17,533,18,15.00,2,1,7,2,18.00,11.00
2023-07-17,162,4,13.00,7,1,7,2,4.00,4.00
2023-07-17,29,11,165.00,2,1,7,2,11.00,15.00
2023-07-17,622,1,600.00,5,1,7,2,1.00,1.00
2023-07-17,496,7,21.00,8,1,7,2,7.00,7.00
2023-07-17,103,9,45.00,8,1,7,2,9.00,7.50
2023-07-18,572,8,3.00,2,1,7,3,8.00,8.00
2023-07-18,275,9,9.00,2,1,7,3,9.00,9.00
2023-07-18,640,2,125.00,5,1,7,3,2.00,2.00
2023-07-18,186,3,2.50,7,1,7,3,11.00,11.00
2023-07-18,38,17,5.00,2,1,7,3,17.00,17.00
2023-07-18,7,14,85.00,2,1,7,3,14.00,14.00
2023-07-18,553,13,75.00,2,1,7,3,13.00,16.00
2023-07-18,290,13,1.50,2,1,7,3,7.00,7.00
2023-07-19,636,1,18.00,5,1,7,4,1.00,1.00
2023-07-19,19,17,25.00,2,1,7,4,17.00,17.00
2023-07-19,459,12,1.50,10,1,7,4,12.00,12.00
2023-07-19,96,6,17.80,1,1,7,4,6.00,6.00
2023-07-19,292,13,250.00,10,1,7,4,13.00,13.00
2023-07-19,420,5,5.00,7,1,7,4,5.00,5.50
2023-07-19,22,13,12.00,2,1,7,4,13.00,7.50
2023-07-19,346,1,80.00,7,1,7,4,1.00,1.00
2023-07-19,49,1,2.50,2,1,7,4,6.50,6.50
2023-07-19,28,1,20.00,2,1,7,4,1.00,5.00
2023-07-19,189,5,29.00,7,1,7,4,6.67,6.67
2023-07-19,100,19,15.00,9,1,7,4,19.00,16.00
2023-07-20,342,15,35.00,7,1,7,5,15.00,15.00
2023-07-20,3,9,21.00,2,1,7,5,9.00,9.00
2023-07-20,54,14,10.00,2,1,7,5,14.00,14.00
2023-07-20,317,1,2.00,7,1,7,5,1.00,1.00
2023-07-20,137,4,95.00,7,1,7,5,4.00,4.00
2023-07-20,565,6,5.40,2,1,7,5,6.00,6.00
2023-07-20,337,8,6.00,7,1,7,5,8.00,8.00
2023-07-20,92,14,8.00,1,1,7,5,14.00,14.33
2023-07-20,17,19,5.00,2,1,7,5,19.00,11.50
2023-07-20,489,11,50.00,8,1,7,5,11.00,11.00
2023-07-20,69,2,17.00,2,1,7,5,2.00,2.67
2023-07-20,578,14,2.00,7,1,7,5,14.00,14.00
2023-07-20,336,14,6.00,7,1,7,5,14.00,14.00
2023-07-21,105,9,80.00,7,1,7,6,9.00,9.00
2023-07-21,109,17,50.00,2,1,7,6,17.00,17.00
2023-07-21,42,5,1.33,2,1,7,6,5.00,9.50
2023-07-21,259,11,130.00,3,1,7,6,11.00,11.00
2023-07-21,102,16,15.00,8,1,7,6,16.00,14.00
2023-07-21,41,7,1.50,2,1,7,6,7.00,6.00
2023-07-21,53,2,23.00,2,1,7,6,2.00,2.00
2023-07-22,127,1,18.00,7,1,7,7,1.00,1.00
2023-07-22,423,15,15.00,7,1,7,7,15.00,15.00
2023-07-22,584,11,8.00,7,1,7,7,11.00,11.00
2023-07-22,372,13,40.00,7,1,7,7,13.00,13.00
2023-07-22,36,12,9.00,2,1,7,7,12.00,12.00
2023-07-22,22,4,12.00,2,1,7,7,8.50,6.33
2023-07-22,32,4,12.00,2,1,7,7,2.50,2.50
2023-07-22,539,6,3.50,2,1,7,7,6.00,6.00
2023-07-22,32,1,12.00,2,1,7,7,2.50,2.50
2023-07-22,646,19,8.50,5,1,7,7,19.00,19.00
2023-07-22,532,4,5.00,2,1,7,7,4.00,4.00
2023-07-22,362,3,14.00,7,1,7,7,3.00,3.00
2023-07-23,53,2,23.00,2,1,7,1,2.00,2.00
2023-07-23,226,17,75.00,4,1,7,1,17.00,17.50
2023-07-23,167,17,20.00,7,1,7,1,17.00,17.00
2023-07-23,41,18,1.50,2,1,7,1,12.50,10.00
2023-07-23,554,19,60.00,2,1,7,1,19.00,19.00
2023-07-23,191,2,70.00,7,1,7,1,2.00,2.00
2023-07-23,340,2,20.00,7,1,7,1,2.00,2.00
2023-07-24,130,12,9.50,7,1,7,2,12.00,11.50
2023-07-24,577,1,12.00,7,1,7,2,1.00,1.00
2023-07-24,570,12,6.00,2,1,7,2,12.00,12.00
2023-07-24,13,7,12.00,2,1,7,2,7.00,7.00
2023-07-24,175,2,8.00,7,1,7,2,2.00,2.00
2023-07-24,32,2,12.00,2,1,7,2,2.33,2.33
2023-07-24,461,9,1.50,10,1,7,2,9.00,5.00
2023-07-24,412,12,1.50,7,1,7,2,12.00,12.00
2023-07-24,23,12,12.00,2,1,7,2,12.00,12.00
2023-07-25,270,11,135.00,7,1,7,3,11.00,10.75
2023-07-25,406,2,18.00,7,1,7,3,2.00,2.00
2023-07-25,22,13,12.00,2,1,7,3,10.00,8.00
2023-07-25,25,1,20.00,2,1,7,3,1.00,1.00
2023-07-25,478,7,390.00,8,1,7,3,7.00,7.00
2023-07-26,222,3,8.00,7,1,7,4,3.00,3.00
2023-07-26,544,18,5.00,2,1,7,4,18.00,18.00
2023-07-26,387,2,3.00,7,1,7,4,2.00,2.00
2023-07-26,90,4,2.00,7,1,7,4,4.00,4.00
2023-07-26,34,12,2.00,2,1,7,4,12.00,12.00
2023-07-26,252,15,165.00,3,1,7,4,15.00,15.00
2023-07-26,161,14,1.00,7,1,7,4,14.00,7.33
2023-07-26,455,9,18.00,7,1,7,4,9.00,5.00
2023-07-26,440,18,30.00,7,1,7,4,18.00,18.00
2023-07-26,409,19,20.00,9,1,7,4,19.00,19.00
2023-07-27,232,6,35.00,7,1,7,5,6.00,6.00
2023-07-27,618,17,1.50,5,1,7,5,17.00,17.00
2023-07-27,475,2,24.00,8,1,7,5,2.00,2.00
2023-07-27,496,5,21.00,8,1,7,5,5.00,6.00
2023-07-27,261,13,600.00,3,1,7,5,13.00,13.50
2023-07-27,644,12,850.00,5,1,7,5,12.00,12.00
2023-07-27,412,11,1.50,7,1,7,5,11.50,11.50
2023-07-27,373,1,4.50,7,1,7,5,1.00,1.00
