product_id,selling_date,stock_quantity,current_quantity,buying_price,selling_price,sold_quantity,days_since_last_purchase,margin
114,"2023-02-12 00:00:00",20,0,368,400,6,760,32
228,"2023-02-12 00:00:00",20,1,349.6,380,4,760,30.4
247,"2023-02-12 00:00:00",40,9,7.82,8.5,19,760,0.68
393,"2023-02-12 00:00:00",45,19,4.6,5,6,760,0.4
358,"2023-02-12 00:00:00",65,15,1.38,1.5,1,760,0.12
444,"2023-02-12 00:00:00",65,36,3.68,4,13,760,0.32
456,"2023-02-12 00:00:00",25,7,634.8,690,7,760,55.2
338,"2023-02-12 00:00:00",120,28,8.28,9,18,760,0.72
533,"2023-02-12 00:00:00",70,8,15.64,17,13,760,1.36
28,"2023-02-13 00:00:00",110,44,18.4,20,12,760,1.6
428,"2023-02-13 00:00:00",180,35,6.44,7,9,760,0.56
402,"2023-02-13 00:00:00",60,9,4.6,5,12,760,0.4
5,"2023-02-13 00:00:00",50,7,41.4,45,11,760,3.6
18,"2023-02-13 00:00:00",90,17,11.04,12,13,760,0.96
14,"2023-02-13 00:00:00",95,28,2.76,3,4,760,0.24
249,"2023-02-13 00:00:00",95,17,1324.8,1440,5,760,115.2
88,"2023-02-13 00:00:00",30,9,25.7623,28.0025,6,760,2.2402
308,"2023-02-13 00:00:00",65,15,2.76,3,18,760,0.24
521,"2023-02-13 00:00:00",110,7,1.84,2,2,760,0.16
21,"2023-02-14 00:00:00",75,24,12.88,14,1,760,1.12
126,"2023-02-14 00:00:00",35,3,1.84,2,8,760,0.16
73,"2023-02-14 00:00:00",115,32,9.2,10,7,760,0.8
44,"2023-02-14 00:00:00",155,39,1.38,1.5,2,760,0.12
312,"2023-02-14 00:00:00",75,20,1.84,2,18,760,0.16
609,"2023-02-14 00:00:00",35,8,1.84,2,16,760,0.16
161,"2023-02-14 00:00:00",130,37,1.84,2,4,760,0.16
202,"2023-02-14 00:00:00",90,12,18.4,20,1,760,1.6
426,"2023-02-14 00:00:00",90,8,156.4,170,15,760,13.6
427,"2023-02-14 00:00:00",180,42,8.28,9,4,760,0.72
95,"2023-02-14 00:00:00",90,21,23,25,15,760,2
128,"2023-02-14 00:00:00",30,5,17.48,19,19,760,1.52
309,"2023-02-14 00:00:00",55,13,9.2,10,19,760,0.8
287,"2023-02-14 00:00:00",145,30,16.56,18,13,760,1.44
22,"2023-02-14 00:00:00",100,19,11.04,12,7,760,0.96
228,"2023-02-15 00:00:00",20,1,349.6,380,12,760,30.4
14,"2023-02-15 00:00:00",95,28,2.76,3,7,760,0.24
59,"2023-02-15 00:00:00",110,17,2.024,2.2,2,760,0.176
363,"2023-02-15 00:00:00",70,12,1.38,1.5,17,760,0.12
617,"2023-02-15 00:00:00",140,30,1.84,2,6,760,0.16
608,"2023-02-15 00:00:00",10,3,92,100,5,760,8
164,"2023-02-15 00:00:00",140,29,2.76,3,15,760,0.24
313,"2023-02-15 00:00:00",25,4,1.84,2,1,760,0.16
434,"2023-02-15 00:00:00",45,11,10.12,11,6,760,0.88
335,"2023-02-16 00:00:00",85,22,3.68,4,15,760,0.32
197,"2023-02-16 00:00:00",155,35,26.68,29,1,760,2.32
38,"2023-02-16 00:00:00",80,12,4.6,5,16,760,0.4
58,"2023-02-16 00:00:00",155,73,69,75,19,760,6
260,"2023-02-17 00:00:00",85,12,165.6,180,15,760,14.4
537,"2023-02-17 00:00:00",105,25,14.72,16,17,760,1.28
184,"2023-02-17 00:00:00",135,35,73.6,80,13,760,6.4
61,"2023-02-17 00:00:00",175,25,3.68,4,15,760,0.32
328,"2023-02-17 00:00:00",40,12,1.38,1.5,11,760,0.12
541,"2023-02-17 00:00:00",85,9,11.04,12,15,760,0.96
88,"2023-02-17 00:00:00",30,9,25.7623,28.0025,7,760,2.2402
461,"2023-02-17 00:00:00",120,26,1.196,1.3,12,760,0.104
426,"2023-02-17 00:00:00",90,8,156.4,170,19,760,13.6
506,"2023-02-17 00:00:00",35,4,85.56,93,11,760,7.44
189,"2023-02-17 00:00:00",100,14,23,25,5,760,2
171,"2023-02-18 00:00:00",70,13,8.28,9,14,760,0.72
629,"2023-02-18 00:00:00",5,1,414,450,2,760,36
31,"2023-02-18 00:00:00",75,31,138,150,3,760,12
466,"2023-02-18 00:00:00",30,9,257.6,280,19,760,22.4
521,"2023-02-18 00:00:00",110,7,1.84,2,11,760,0.16
532,"2023-02-19 00:00:00",145,21,10.12,11,3,760,0.88
18,"2023-02-19 00:00:00",90,17,11.04,12,3,760,0.96
419,"2023-02-19 00:00:00",95,26,87.4,95,4,760,7.6
94,"2023-02-19 00:00:00",115,37,11.96,13,1,760,1.04
250,"2023-02-19 00:00:00",60,4,124.2,135,2,760,10.8
363,"2023-02-19 00:00:00",70,12,1.38,1.5,18,760,0.12
112,"2023-02-19 00:00:00",35,7,368,400,19,760,32
251,"2023-02-20 00:00:00",140,24,287.04,312,19,760,24.96
160,"2023-02-20 00:00:00",125,24,0.92,1,3,760,0.08
559,"2023-02-20 00:00:00",25,1,460,500,9,760,40
95,"2023-02-20 00:00:00",90,21,23,25,7,760,2
163,"2023-02-20 00:00:00",105,16,18.4,20,18,760,1.6
262,"2023-02-20 00:00:00",125,29,151.8,165,4,760,13.2
199,"2023-02-20 00:00:00",205,67,0.92,1,1,760,0.08
305,"2023-02-20 00:00:00",90,28,32.2,35,15,760,2.8
317,"2023-02-21 00:00:00",95,29,1.84,2,5,760,0.16
528,"2023-02-21 00:00:00",130,30,4.6,5,18,760,0.4
189,"2023-02-21 00:00:00",100,14,23,25,5,760,2
618,"2023-02-21 00:00:00",145,12,2.3,2.5,18,760,0.2
362,"2023-02-21 00:00:00",30,3,15.64,17,2,760,1.36
645,"2023-02-21 00:00:00",15,1,22.08,24,4,760,1.92
601,"2023-02-21 00:00:00",15,12,32.2,35,2,760,2.8
266,"2023-02-21 00:00:00",25,3,55.2,60,12,760,4.8
254,"2023-02-21 00:00:00",25,9,312.8,340,13,760,27.2
107,"2023-02-21 00:00:00",65,22,110.4,120,15,760,9.6
460,"2023-02-21 00:00:00",115,19,3.22,3.5,4,760,0.28
255,"2023-02-21 00:00:00",45,12,276,300,3,760,24
539,"2023-02-21 00:00:00",125,22,3.22,3.5,6,760,0.28
231,"2023-02-21 00:00:00",135,35,0.92,1,8,760,0.08
609,"2023-02-21 00:00:00",35,8,1.84,2,2,760,0.16
401,"2023-02-22 00:00:00",35,3,3.68,4,16,760,0.32
470,"2023-02-22 00:00:00",20,5,56.12,61,9,760,4.88
657,"2023-02-22 00:00:00",60,12,16.56,18,11,760,1.44
191,"2023-02-22 00:00:00",140,46,64.4,70,1,760,5.6
71,"2023-02-22 00:00:00",25,6,55.2,60,6,760,4.8
329,"2023-02-22 00:00:00",50,25,1.84,2,3,760,0.16
421,"2023-02-22 00:00:00",165,38,3.22,3.5,5,760,0.28
605,"2023-02-22 00:00:00",25,7,82.8,90,13,760,7.2
164,"2023-02-23 00:00:00",140,29,2.76,3,9,760,0.24
452,"2023-02-23 00:00:00",55,13,32.2,35,16,760,2.8
492,"2023-02-23 00:00:00",15,2,35.88,39,5,760,3.12
308,"2023-02-23 00:00:00",65,15,2.76,3,15,760,0.24
51,"2023-02-23 00:00:00",190,54,3.68,4,19,760,0.32
257,"2023-02-24 00:00:00",45,4,1380,1500,16,760,120
654,"2023-02-24 00:00:00",30,4,23,25,16,760,2
447,"2023-02-24 00:00:00",70,9,1.84,2,1,760,0.16
426,"2023-02-24 00:00:00",90,8,156.4,170,14,760,13.6
550,"2023-02-24 00:00:00",20,14,23,25,4,760,2
66,"2023-02-24 00:00:00",20,0,18.4,20,18,760,1.6
34,"2023-02-24 00:00:00",90,28,1.84,2,16,760,0.16
203,"2023-02-24 00:00:00",70,20,18.4,20,2,760,1.6
641,"2023-02-24 00:00:00",40,8,105.8,115,17,760,9.2
311,"2023-02-24 00:00:00",60,7,5.52,6,2,760,0.48
505,"2023-02-24 00:00:00",25,7,35.88,39,8,760,3.12
197,"2023-02-24 00:00:00",155,35,26.68,29,15,760,2.32
184,"2023-02-24 00:00:00",135,35,73.6,80,1,760,6.4
289,"2023-02-25 00:00:00",65,10,5.52,6,11,760,0.48
170,"2023-02-25 00:00:00",60,11,207,225,5,760,18
49,"2023-02-25 00:00:00",130,16,2.3,2.5,2,760,0.2
268,"2023-02-25 00:00:00",100,21,36.8,40,7,760,3.2
530,"2023-02-25 00:00:00",145,25,3.68,4,16,760,0.32
423,"2023-02-25 00:00:00",65,23,13.8,15,7,760,1.2
301,"2023-02-25 00:00:00",65,12,23,25,6,760,2
181,"2023-02-25 00:00:00",60,10,46,50,19,760,4
146,"2023-02-25 00:00:00",25,13,46,50,1,760,4
262,"2023-02-25 00:00:00",125,29,151.8,165,1,760,13.2
425,"2023-02-26 00:00:00",100,22,50.6,55,19,760,4.4
76,"2023-02-26 00:00:00",20,7,11.04,12,3,760,0.96
459,"2023-02-26 00:00:00",170,29,1.472,1.6,4,760,0.128
88,"2023-02-26 00:00:00",30,9,25.7623,28.0025,1,760,2.2402
318,"2023-02-26 00:00:00",90,32,4.6,5,9,760,0.4
300,"2023-02-26 00:00:00",65,18,11.04,12,6,760,0.96
642,"2023-02-26 00:00:00",25,5,239.2,260,9,760,20.8
353,"2023-02-26 00:00:00",35,0,53.36,58,5,760,4.64
617,"2023-02-26 00:00:00",140,30,1.84,2,11,760,0.16
188,"2023-02-26 00:00:00",70,4,13.8,15,13,760,1.2
14,"2023-02-26 00:00:00",95,28,2.76,3,1,760,0.24
38,"2023-02-26 00:00:00",80,12,4.6,5,4,760,0.4
651,"2023-02-26 00:00:00",10,8,16.56,18,2,760,1.44
323,"2023-02-26 00:00:00",35,0,27.6,30,13,760,2.4
632,"2023-02-27 00:00:00",30,9,166.52,181,8,760,14.48
168,"2023-02-27 00:00:00",80,17,78.2,85,16,760,6.8
46,"2023-02-27 00:00:00",130,36,3.68,4,13,760,0.32
190,"2023-02-27 00:00:00",120,22,59.8,65,18,760,5.2
362,"2023-02-27 00:00:00",30,3,15.64,17,15,760,1.36
212,"2023-02-27 00:00:00",30,12,5.52,6,2,760,0.48
396,"2023-02-27 00:00:00",60,9,5.52,6,19,760,0.48
553,"2023-02-27 00:00:00",45,6,25.76,28,7,760,2.24
351,"2023-02-27 00:00:00",45,6,25.76,28,2,760,2.24
220,"2023-02-27 00:00:00",15,2,0.46,0.5,14,760,0.04
28,"2023-02-27 00:00:00",110,44,18.4,20,11,760,1.6
292,"2023-02-27 00:00:00",25,6,230,250,4,760,20
52,"2023-02-27 00:00:00",125,35,7.36,8,8,760,0.64
300,"2023-02-27 00:00:00",65,18,11.04,12,3,760,0.96
431,"2023-02-27 00:00:00",45,7,8.28,9,6,760,0.72
223,"2023-02-28 00:00:00",20,13,11.04,12,2,760,0.96
380,"2023-02-28 00:00:00",55,12,5.52,6,8,760,0.48
142,"2023-02-28 00:00:00",65,17,0.92,1,3,760,0.08
258,"2023-02-28 00:00:00",140,41,874,950,7,760,76
86,"2023-02-28 00:00:00",45,6,11.96,13,12,760,1.04
185,"2023-02-28 00:00:00",110,21,4.6,5,2,760,0.4
315,"2023-02-28 00:00:00",65,11,2.76,3,17,760,0.24
17,"2023-02-28 00:00:00",115,31,4.6,5,19,760,0.4
184,"2023-02-28 00:00:00",135,35,73.6,80,6,760,6.4
54,"2023-02-28 00:00:00",100,33,9.2,10,3,760,0.8
414,"2023-02-28 00:00:00",45,9,1.84,2,2,760,0.16
40,"2023-02-28 00:00:00",10,0,41.4,45,1,760,3.6
558,"2023-02-28 00:00:00",10,4,221.72,241,6,760,19.28
17,"2023-02-28 00:00:00",115,31,4.6,5,13,760,0.4
72,"2023-02-28 00:00:00",50,14,41.4,45,9,760,3.6
198,"2023-02-28 00:00:00",175,23,0.368,0.4,16,760,0.032
337,"2023-02-28 00:00:00",90,18,5.52,6,2,760,0.48
314,"2023-02-28 00:00:00",55,10,2.76,3,17,760,0.24
67,"2023-03-01 00:00:00",60,12,11.04,12,18,760,0.96
84,"2023-03-01 00:00:00",70,11,18.4,20,19,760,1.6
162,"2023-03-01 00:00:00",110,32,13.8,15,18,760,1.2
56,"2023-03-01 00:00:00",55,13,13.8,15,8,760,1.2
429,"2023-03-01 00:00:00",145,31,9.2,10,6,760,0.8
523,"2023-03-01 00:00:00",15,6,12.88,14,1,760,1.12
175,"2023-03-01 00:00:00",50,20,3.22,3.5,2,760,0.28
205,"2023-03-01 00:00:00",110,21,27.6,30,6,760,2.4
122,"2023-03-01 00:00:00",15,3,1.84,2,2,760,0.16
59,"2023-03-01 00:00:00",110,17,2.024,2.2,5,760,0.176
90,"2023-03-01 00:00:00",55,25,1.84,2,1,760,0.16
22,"2023-03-01 00:00:00",100,19,11.04,12,19,760,0.96
191,"2023-03-01 00:00:00",140,46,64.4,70,7,760,5.6
591,"2023-03-01 00:00:00",20,6,23,25,2,760,2
116,"2023-03-02 00:00:00",105,13,13.8,15,8,760,1.2
43,"2023-03-02 00:00:00",145,36,0.46,0.5,4,760,0.04
581,"2023-03-02 00:00:00",75,15,1.932,2.1,11,760,0.168
262,"2023-03-02 00:00:00",125,29,151.8,165,9,760,13.2
18,"2023-03-02 00:00:00",90,17,11.04,12,11,760,0.96
476,"2023-03-03 00:00:00",25,3,50.6,55,7,760,4.4
63,"2023-03-03 00:00:00",95,24,5.06184,5.502,1,760,0.44016
631,"2023-03-03 00:00:00",25,7,50.6,55,15,760,4.4
87,"2023-03-03 00:00:00",45,8,18.4,20,7,760,1.6
428,"2023-03-03 00:00:00",180,35,6.44,7,8,760,0.56
32,"2023-03-03 00:00:00",95,36,11.04,12,17,760,0.96
598,"2023-03-03 00:00:00",30,6,69,75,17,760,6
520,"2023-03-03 00:00:00",150,15,0.92,1,15,760,0.08
446,"2023-03-03 00:00:00",45,14,13.8,15,3,760,1.2
236,"2023-03-03 00:00:00",25,0,18.4,20,3,760,1.6
61,"2023-03-03 00:00:00",175,25,3.68,4,8,760,0.32
295,"2023-03-03 00:00:00",65,3,34.96,38,2,760,3.04
462,"2023-03-04 00:00:00",90,23,4.6,5,19,760,0.4
175,"2023-03-04 00:00:00",50,20,3.22,3.5,15,760,0.28
290,"2023-03-04 00:00:00",85,12,1.38,1.5,2,760,0.12
578,"2023-03-04 00:00:00",25,0,1.84,2,16,760,0.16
498,"2023-03-04 00:00:00",30,7,87.4,95,15,760,7.6
573,"2023-03-04 00:00:00",35,9,13.8,15,8,760,1.2
313,"2023-03-04 00:00:00",25,4,1.84,2,18,760,0.16
618,"2023-03-04 00:00:00",145,12,2.3,2.5,15,760,0.2
594,"2023-03-04 00:00:00",15,4,92,100,3,760,8
24,"2023-03-04 00:00:00",60,20,18.4,20,15,760,1.6
442,"2023-03-05 00:00:00",10,3,7.36,8,2,760,0.64
432,"2023-03-05 00:00:00",65,11,25.76,28,6,760,2.24
586,"2023-03-05 00:00:00",70,12,13.8,15,8,760,1.2
50,"2023-03-05 00:00:00",105,25,10.12,11,17,760,0.88
208,"2023-03-05 00:00:00",110,15,67.16,73,18,760,5.84
425,"2023-03-05 00:00:00",100,22,50.6,55,5,760,4.4
628,"2023-03-05 00:00:00",15,9,818.8,890,11,760,71.2
473,"2023-03-06 00:00:00",20,11,62.56,68,1,760,5.44
26,"2023-03-06 00:00:00",135,22,18.4,20,7,760,1.6
535,"2023-03-06 00:00:00",100,27,46,50,17,760,4
395,"2023-03-06 00:00:00",30,10,2.76,3,1,760,0.24
579,"2023-03-06 00:00:00",80,10,7.36,8,11,760,0.64
270,"2023-03-06 00:00:00",120,28,96.6,105,13,760,8.4
29,"2023-03-06 00:00:00",105,21,151.8,165,5,760,13.2
23,"2023-03-07 00:00:00",125,32,11.04,12,19,760,0.96
186,"2023-03-07 00:00:00",175,47,2.3,2.5,13,760,0.2
166,"2023-03-07 00:00:00",40,4,4.6,5,9,760,0.4
421,"2023-03-07 00:00:00",165,38,3.22,3.5,18,760,0.28
44,"2023-03-07 00:00:00",155,39,1.38,1.5,11,760,0.12
435,"2023-03-07 00:00:00",25,9,57.96,63,7,760,5.04
148,"2023-03-07 00:00:00",15,4,165.6,180,1,760,14.4
540,"2023-03-07 00:00:00",135,13,4.6,5,4,760,0.4
458,"2023-03-07 00:00:00",55,5,2.76,3,9,760,0.24
107,"2023-03-07 00:00:00",65,22,110.4,120,1,760,9.6
643,"2023-03-07 00:00:00",5,2,151.8,165,3,760,13.2
64,"2023-03-07 00:00:00",35,12,12.88,14,12,760,1.12
436,"2023-03-07 00:00:00",25,2,1.84,2,13,760,0.16
519,"2023-03-08 00:00:00",125,16,0.368,0.4,16,760,0.032
311,"2023-03-08 00:00:00",60,7,5.52,6,3,760,0.48
199,"2023-03-08 00:00:00",205,67,0.92,1,18,760,0.08
106,"2023-03-08 00:00:00",125,32,110.4,120,12,760,9.6
354,"2023-03-08 00:00:00",20,6,4.6,5,8,760,0.4
331,"2023-03-08 00:00:00",60,26,13.8,15,13,760,1.2
160,"2023-03-08 00:00:00",125,24,0.92,1,6,760,0.08
186,"2023-03-08 00:00:00",175,47,2.3,2.5,1,760,0.2
497,"2023-03-08 00:00:00",25,1,82.8,90,7,760,7.2
192,"2023-03-09 00:00:00",215,37,4.6,5,16,760,0.4
353,"2023-03-09 00:00:00",35,0,53.36,58,17,760,4.64
184,"2023-03-09 00:00:00",135,35,73.6,80,13,760,6.4
61,"2023-03-09 00:00:00",175,25,3.68,4,15,760,0.32
185,"2023-03-09 00:00:00",110,21,4.6,5,4,760,0.4
61,"2023-03-09 00:00:00",175,25,3.68,4,15,760,0.32
263,"2023-03-09 00:00:00",35,4,41.4,45,11,760,3.6
157,"2023-03-09 00:00:00",25,7,1.84,2,9,760,0.16
282,"2023-03-09 00:00:00",35,6,4.6,5,17,760,0.4
230,"2023-03-09 00:00:00",90,27,9.2,10,7,760,0.8
179,"2023-03-09 00:00:00",80,14,7.36,8,6,760,0.64
55,"2023-03-10 00:00:00",90,26,14.72,16,1,760,1.28
102,"2023-03-10 00:00:00",95,12,13.8,15,8,760,1.2
28,"2023-03-10 00:00:00",110,44,18.4,20,9,760,1.6
176,"2023-03-10 00:00:00",70,17,46,50,1,760,4
460,"2023-03-10 00:00:00",115,19,3.22,3.5,18,760,0.28
194,"2023-03-10 00:00:00",160,25,6.9,7.5,6,760,0.6
305,"2023-03-10 00:00:00",90,28,32.2,35,1,760,2.8
395,"2023-03-10 00:00:00",30,10,2.76,3,5,760,0.24
23,"2023-03-10 00:00:00",125,32,11.04,12,12,760,0.96
43,"2023-03-10 00:00:00",145,36,0.46,0.5,9,760,0.04
305,"2023-03-11 00:00:00",90,28,32.2,35,14,760,2.8
149,"2023-03-11 00:00:00",30,2,193.2,210,18,760,16.8
236,"2023-03-11 00:00:00",25,0,18.4,20,17,760,1.6
519,"2023-03-11 00:00:00",125,16,0.368,0.4,15,760,0.032
353,"2023-03-11 00:00:00",35,0,53.36,58,7,760,4.64
108,"2023-03-11 00:00:00",130,34,28.704,31.2,13,760,2.496
556,"2023-03-11 00:00:00",25,11,230,250,1,760,20
200,"2023-03-11 00:00:00",80,15,98.44,107,13,760,8.56
136,"2023-03-11 00:00:00",20,7,41.4,45,13,760,3.6
532,"2023-03-11 00:00:00",145,21,10.12,11,6,760,0.88
462,"2023-03-11 00:00:00",90,23,4.6,5,18,760,0.4
12,"2023-03-11 00:00:00",160,34,7.36,8,2,760,0.64
178,"2023-03-12 00:00:00",45,12,207,225,6,760,18
534,"2023-03-12 00:00:00",90,15,16.56,18,14,760,1.44
555,"2023-03-12 00:00:00",65,17,184,200,13,760,16
59,"2023-03-12 00:00:00",110,17,2.024,2.2,7,760,0.176
358,"2023-03-12 00:00:00",65,15,1.38,1.5,6,760,0.12
363,"2023-03-12 00:00:00",70,12,1.38,1.5,7,760,0.12
192,"2023-03-12 00:00:00",215,37,4.6,5,15,760,0.4
461,"2023-03-12 00:00:00",120,26,1.196,1.3,2,760,0.104
234,"2023-03-12 00:00:00",60,24,32.2,35,17,760,2.8
25,"2023-03-12 00:00:00",100,24,18.4,20,11,760,1.6
618,"2023-03-13 00:00:00",145,12,2.3,2.5,11,760,0.2
657,"2023-03-13 00:00:00",60,12,16.56,18,8,760,1.44
258,"2023-03-13 00:00:00",140,41,874,950,13,760,76
416,"2023-03-13 00:00:00",90,35,2.76,3,4,760,0.24
382,"2023-03-13 00:00:00",85,20,13.8,15,18,760,1.2
430,"2023-03-14 00:00:00",95,17,8.28,9,19,760,0.72
167,"2023-03-14 00:00:00",75,16,11.5,12.5,11,760,1
208,"2023-03-14 00:00:00",110,15,67.16,73,17,760,5.84
187,"2023-03-14 00:00:00",175,33,3.68,4,7,760,0.32
50,"2023-03-14 00:00:00",105,25,10.12,11,7,760,0.88
251,"2023-03-14 00:00:00",140,24,287.04,312,13,760,24.96
657,"2023-03-14 00:00:00",60,12,16.56,18,17,760,1.44
179,"2023-03-14 00:00:00",80,14,7.36,8,6,760,0.64
545,"2023-03-14 00:00:00",55,19,1.38,1.5,8,760,0.12
427,"2023-03-14 00:00:00",180,42,8.28,9,4,760,0.72
69,"2023-03-15 00:00:00",95,26,14.72,16,15,760,1.28
24,"2023-03-15 00:00:00",60,20,18.4,20,13,760,1.6
299,"2023-03-15 00:00:00",30,1,32.2,35,17,760,2.8
10,"2023-03-15 00:00:00",120,29,2.76,3,1,760,0.24
195,"2023-03-15 00:00:00",110,21,18.4,20,7,760,1.6
233,"2023-03-16 00:00:00",120,13,27.6,30,2,760,2.4
305,"2023-03-16 00:00:00",90,28,32.2,35,18,760,2.8
26,"2023-03-16 00:00:00",135,22,18.4,20,14,760,1.6
25,"2023-03-16 00:00:00",100,24,18.4,20,6,760,1.6
519,"2023-03-16 00:00:00",125,16,0.368,0.4,13,760,0.032
38,"2023-03-16 00:00:00",80,12,4.6,5,12,760,0.4
232,"2023-03-16 00:00:00",85,18,27.6,30,1,760,2.4
656,"2023-03-16 00:00:00",15,9,13.8,15,2,760,1.2
25,"2023-03-16 00:00:00",100,24,18.4,20,4,760,1.6
161,"2023-03-16 00:00:00",130,37,1.84,2,15,760,0.16
93,"2023-03-16 00:00:00",95,29,7.36,8,3,760,0.64
270,"2023-03-17 00:00:00",120,28,96.6,105,7,760,8.4
375,"2023-03-17 00:00:00",0,0,16.56,18,2,760,1.44
144,"2023-03-17 00:00:00",25,3,18.4,20,16,760,1.6
417,"2023-03-17 00:00:00",50,25,4.14,4.5,1,760,0.36
532,"2023-03-17 00:00:00",145,21,10.12,11,16,760,0.88
45,"2023-03-17 00:00:00",170,40,1.84,2,14,760,0.16
94,"2023-03-17 00:00:00",115,37,11.96,13,12,760,1.04
572,"2023-03-17 00:00:00",135,41,3.22,3.5,18,760,0.28
199,"2023-03-17 00:00:00",205,67,0.92,1,14,760,0.08
65,"2023-03-17 00:00:00",45,10,16.56,18,4,760,1.44
604,"2023-03-17 00:00:00",35,8,29.44,32,16,760,2.56
198,"2023-03-18 00:00:00",175,23,0.368,0.4,4,760,0.032
445,"2023-03-18 00:00:00",90,22,11.04,12,12,760,0.96
73,"2023-03-18 00:00:00",115,32,9.2,10,15,760,0.8
62,"2023-03-18 00:00:00",25,4,11.04,12,19,760,0.96
109,"2023-03-18 00:00:00",25,8,46,50,2,760,4
49,"2023-03-18 00:00:00",130,16,2.3,2.5,17,760,0.2
340,"2023-03-18 00:00:00",30,11,18.4,20,9,760,1.6
408,"2023-03-18 00:00:00",35,2,41.4,45,13,760,3.6
101,"2023-03-18 00:00:00",55,12,13.8,15,11,760,1.2
245,"2023-03-18 00:00:00",10,3,3.588,3.9,2,760,0.312
520,"2023-03-18 00:00:00",150,15,0.92,1,13,760,0.08
445,"2023-03-18 00:00:00",90,22,11.04,12,11,760,0.96
21,"2023-03-18 00:00:00",75,24,12.88,14,2,760,1.12
50,"2023-03-19 00:00:00",105,25,10.12,11,8,760,0.88
618,"2023-03-19 00:00:00",145,12,2.3,2.5,17,760,0.2
80,"2023-03-19 00:00:00",60,24,11.96,13,19,760,1.04
618,"2023-03-19 00:00:00",145,12,2.3,2.5,16,760,0.2
100,"2023-03-20 00:00:00",90,22,18.4,20,17,760,1.6
613,"2023-03-20 00:00:00",30,8,25.76,28,13,760,2.24
377,"2023-03-20 00:00:00",110,15,0.368,0.4,4,760,0.032
286,"2023-03-20 00:00:00",40,11,2.76,3,8,760,0.24
394,"2023-03-20 00:00:00",30,8,1.84,2,9,760,0.16
188,"2023-03-20 00:00:00",70,4,13.8,15,8,760,1.2
295,"2023-03-20 00:00:00",65,3,34.96,38,16,760,3.04
434,"2023-03-20 00:00:00",45,11,10.12,11,13,760,0.88
135,"2023-03-20 00:00:00",35,6,23,25,18,760,2
486,"2023-03-21 00:00:00",15,0,87.4,95,17,760,7.6
60,"2023-03-21 00:00:00",55,12,7.82,8.5,13,760,0.68
381,"2023-03-21 00:00:00",35,5,11.04,12,15,760,0.96
531,"2023-03-21 00:00:00",30,13,15.64,17,16,760,1.36
208,"2023-03-21 00:00:00",110,15,67.16,73,9,760,5.84
26,"2023-03-21 00:00:00",135,22,18.4,20,9,760,1.6
233,"2023-03-21 00:00:00",120,13,27.6,30,12,760,2.4
12,"2023-03-21 00:00:00",160,34,7.36,8,1,760,0.64
141,"2023-03-21 00:00:00",115,25,0.92,1,2,760,0.08
569,"2023-03-21 00:00:00",15,1,13.8,15,17,760,1.2
413,"2023-03-21 00:00:00",130,25,0.736,0.8,15,760,0.064
393,"2023-03-22 00:00:00",45,19,4.6,5,14,760,0.4
182,"2023-03-22 00:00:00",60,6,32.2,35,19,760,2.8
177,"2023-03-22 00:00:00",120,35,13.8,15,19,760,1.2
543,"2023-03-22 00:00:00",100,19,9.2,10,1,760,0.8
58,"2023-03-22 00:00:00",155,73,69,75,1,760,6
78,"2023-03-22 00:00:00",35,8,41.4,45,14,760,3.6
533,"2023-03-22 00:00:00",70,8,15.64,17,11,760,1.36
585,"2023-03-22 00:00:00",65,16,13.8,15,13,760,1.2
421,"2023-03-22 00:00:00",165,38,3.22,3.5,16,760,0.28
63,"2023-03-22 00:00:00",95,24,5.06184,5.502,19,760,0.44016
256,"2023-03-22 00:00:00",95,23,923.68,1004,17,760,80.32
104,"2023-03-22 00:00:00",90,13,55.2,60,15,760,4.8
101,"2023-03-23 00:00:00",55,12,13.8,15,16,760,1.2
192,"2023-03-23 00:00:00",215,37,4.6,5,18,760,0.4
422,"2023-03-23 00:00:00",110,10,5.52,6,13,760,0.48
74,"2023-03-23 00:00:00",10,9,9.2,10,1,760,0.8
49,"2023-03-23 00:00:00",130,16,2.3,2.5,11,760,0.2
500,"2023-03-23 00:00:00",20,2,37.72,41,1,760,3.28
430,"2023-03-23 00:00:00",95,17,8.28,9,5,760,0.72
268,"2023-03-23 00:00:00",100,21,36.8,40,17,760,3.2
14,"2023-03-23 00:00:00",95,28,2.76,3,3,760,0.24
612,"2023-03-24 00:00:00",5,0,22.08,24,1,760,1.92
167,"2023-03-24 00:00:00",75,16,11.5,12.5,2,760,1
534,"2023-03-24 00:00:00",90,15,16.56,18,2,760,1.44
143,"2023-03-24 00:00:00",45,8,6.44,7,16,760,0.56
321,"2023-03-24 00:00:00",110,22,1.84,2,3,760,0.16
537,"2023-03-24 00:00:00",105,25,14.72,16,17,760,1.28
44,"2023-03-24 00:00:00",155,39,1.38,1.5,11,760,0.12
358,"2023-03-24 00:00:00",65,15,1.38,1.5,12,760,0.12
538,"2023-03-25 00:00:00",40,4,9.2,10,4,760,0.8
288,"2023-03-25 00:00:00",100,15,16.56,18,12,760,1.44
160,"2023-03-25 00:00:00",125,24,0.92,1,2,760,0.08
425,"2023-03-25 00:00:00",100,22,50.6,55,6,760,4.4
266,"2023-03-25 00:00:00",25,3,55.2,60,2,760,4.8
199,"2023-03-25 00:00:00",205,67,0.92,1,19,760,0.08
